9781885586421,1885586426,The World of Jules Verne,Gonzague Saint Bris,Fiction,http://books.google.com/books/content?id=VjkbAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Not strictly a biography of Jules Verne, it is a fascinating mix of anecdotes, extracts from the novels and real-life incidents. The reader re-encounters extraordinary characters like Phileas Fogg and Captain Nemo against a backdrop of marvellous illustrations.",2006.0,3.5,85.0,4.0,The World of Jules Verne,"9781885586421 Not strictly a biography of Jules Verne, it is a fascinating mix of anecdotes, extracts from the novels and real-life incidents. The reader re-encounters extraordinary characters like Phileas Fogg and Captain Nemo against a backdrop of marvellous illustrations."
9781885865243,1885865244,Through a Brazen Mirror,Delia Sherman,Fiction,http://books.google.com/books/content?id=ajlbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Through a Brazen Mirror is the third book in The Ultra Violet Library, Circlet's imprint of fantasy and science fiction by/for/about lesbian/gay/bi folk. Originally published in 1989 by mass market publisher Ace, the book was marketed as generic sword and sorcery and, in the way of mass market books, disappeared from sight shortly thereafter, before it had a chance to reach an audience who would appreciate its themes. Based on an ancient Anglo-Scots ballad called ""The Famous Flower of Serving Men"" (a magical, tragic tale about a young woman who disguises herself as a man after the murder of her husband), Through a Brazen Mirror tells the tale of the witch Margaret, her daughter Elinor, King Lionel, and the extraordinary William Flowers, who saves the king from doom and Margaret's malevolent magic. With much richness of detail and folklore, Sherman uses the tale to explore issues of attraction, loyalty, and gender identity. For William is Elinor, who as William bonds with the young king and takes charge of a fate that was to be her undoing. The book, though it takes place in a fictional kingdom, is no cleaned-up fairy tale, and presents a historical picture of life circa 1400. In an age when women are not taught to read or write, both Margaret, as an evil schemer, and Elinor, who must take on a man's name and countenance, fight for their self-determination, each in her own way.",1999.0,3.38,100.0,116.0,Through a Brazen Mirror: The Famous Flower of Servingmen,"9781885865243 Through a Brazen Mirror is the third book in The Ultra Violet Library, Circlet's imprint of fantasy and science fiction by/for/about lesbian/gay/bi folk. Originally published in 1989 by mass market publisher Ace, the book was marketed as generic sword and sorcery and, in the way of mass market books, disappeared from sight shortly thereafter, before it had a chance to reach an audience who would appreciate its themes. Based on an ancient Anglo-Scots ballad called ""The Famous Flower of Serving Men"" (a magical, tragic tale about a young woman who disguises herself as a man after the murder of her husband), Through a Brazen Mirror tells the tale of the witch Margaret, her daughter Elinor, King Lionel, and the extraordinary William Flowers, who saves the king from doom and Margaret's malevolent magic. With much richness of detail and folklore, Sherman uses the tale to explore issues of attraction, loyalty, and gender identity. For William is Elinor, who as William bonds with the young king and takes charge of a fate that was to be her undoing. The book, though it takes place in a fictional kingdom, is no cleaned-up fairy tale, and presents a historical picture of life circa 1400. In an age when women are not taught to read or write, both Margaret, as an evil schemer, and Elinor, who must take on a man's name and countenance, fight for their self-determination, each in her own way."
9781885972101,1885972105,Uncle Setnakt's Essential Guide to the Left Hand Path,Don Webb;Stephen E. Flowers,Magic,http://books.google.com/books/content?id=jjfWAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Essential Guide opens the door to the darkly resplendent worlds of the Left Hand Path. Part philosophical treatise, part ontological stand-up comedy, and part magical practicum, this book makes clear what many other books have only hinted at. For people with wit and perseverance, this book is a training manual for super-men and women. Don Webb has been a practitioner of the Left hand path since the 1970s. He is the former High Priest of the Temple of Set, the world's largest Left Hand Path organization, and the author of the best-selling Seven Faces of Darkness.",1999.0,4.36,128.0,106.0,Uncle Setnakt's Essential Guide to the Left Hand Path,"9781885972101 The Essential Guide opens the door to the darkly resplendent worlds of the Left Hand Path. Part philosophical treatise, part ontological stand-up comedy, and part magical practicum, this book makes clear what many other books have only hinted at. For people with wit and perseverance, this book is a training manual for super-men and women. Don Webb has been a practitioner of the Left hand path since the 1970s. He is the former High Priest of the Temple of Set, the world's largest Left Hand Path organization, and the author of the best-selling Seven Faces of Darkness."
9781886363069,1886363064,Charles Dickens as a Legal Historian,William Searle Holdsworth,History,http://books.google.com/books/content?id=1_WdLFxkx6kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Holdsworth, William S. Charles Dickens as a Legal Historian. New Haven: Yale University Press, 1929. 157 pp. Reprinted 1995 by The Lawbook Exchange, Ltd. LCCN 96-46579. ISBN 1-886363-06-4. Cloth. $40. * ""The distinguished English historian, Professor Holdsworth, has contrived even during his moments of recreation to render us his debtors. No two books outside the bounds of technical law are more worth reading for law students than Pickwick Papers and Bleak House. Even a trained trial lawyer however, is puzzled by some of the legal points brought up by Dickens, because they have fortunately passed forever out of the realm of living law. Professor Holdsworth has performed a valuable service to lawyers and laymen alike in explaining these obscurities. And he has done much more than this. He has increased our admiration for the genius of Dickens by proving his great merit as a legal historian."": Zechariah Chafee, Jr. Harvard Law Review 42:286-8.",2010.0,3.67,166.0,3.0,Charles Dickens as a Legal Historian,"9781886363069 Holdsworth, William S. Charles Dickens as a Legal Historian. New Haven: Yale University Press, 1929. 157 pp. Reprinted 1995 by The Lawbook Exchange, Ltd. LCCN 96-46579. ISBN 1-886363-06-4. Cloth. $40. * ""The distinguished English historian, Professor Holdsworth, has contrived even during his moments of recreation to render us his debtors. No two books outside the bounds of technical law are more worth reading for law students than Pickwick Papers and Bleak House. Even a trained trial lawyer however, is puzzled by some of the legal points brought up by Dickens, because they have fortunately passed forever out of the realm of living law. Professor Holdsworth has performed a valuable service to lawyers and laymen alike in explaining these obscurities. And he has done much more than this. He has increased our admiration for the genius of Dickens by proving his great merit as a legal historian."": Zechariah Chafee, Jr. Harvard Law Review 42:286-8."
9781887178945,1887178945,The Dancing Girl of Izu and Other Stories,Yasunari Kawabata,Fiction,http://books.google.com/books/content?id=TvE_tAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"One of the most influential figures in modern Japanese fiction, Yasunari Kawabata is treasured for the intensity of his perception and the compressed elegance of his style. This new collection includes twenty-two stories now appearing in English for the first time in book form. Written between 1923 and 1929, these short fictions form a shadow biography of the author's early years, and provide fresh glimpses of Kawabata's haunting and haunted vision. Born in 1899, Kawabata committed suicide at age seventy-two. Throughout his life he was concerned with themes of loss, longing, and memory. His childhood was repeatedly shaken by deaths in the family - first his parents when he was three, then a grandmother, an older sister, and finally the blind grandfather he cared for in his early adolescence. These personal losses linger as motifs in such remarkable stories as ""Gathering Ashes"" and ""The Master of Funerals."" The stark physical details of caregiving - suffused with edgy resentment and desperate fear - are remembered in ""Diary of My Sixteenth Year."" In addition to the twenty-two stories unknown to American readers, this collection features the first translation of the complete text of the classic ""Dancing Girl of Izu."" This unforgettable story portrays the tender anxiety of a young man whose brooding fascination with a pubescent girl nudges him along the path toward adulthood.",1998.0,3.78,176.0,1322.0,The Dancing Girl of Izu and Other Stories,"9781887178945 One of the most influential figures in modern Japanese fiction, Yasunari Kawabata is treasured for the intensity of his perception and the compressed elegance of his style. This new collection includes twenty-two stories now appearing in English for the first time in book form. Written between 1923 and 1929, these short fictions form a shadow biography of the author's early years, and provide fresh glimpses of Kawabata's haunting and haunted vision. Born in 1899, Kawabata committed suicide at age seventy-two. Throughout his life he was concerned with themes of loss, longing, and memory. His childhood was repeatedly shaken by deaths in the family - first his parents when he was three, then a grandmother, an older sister, and finally the blind grandfather he cared for in his early adolescence. These personal losses linger as motifs in such remarkable stories as ""Gathering Ashes"" and ""The Master of Funerals."" The stark physical details of caregiving - suffused with edgy resentment and desperate fear - are remembered in ""Diary of My Sixteenth Year."" In addition to the twenty-two stories unknown to American readers, this collection features the first translation of the complete text of the classic ""Dancing Girl of Izu."" This unforgettable story portrays the tender anxiety of a young man whose brooding fascination with a pubescent girl nudges him along the path toward adulthood."
9781888690088,1888690089,Tal-Botvinnik 1960,Mikhail Tal,Games,http://books.google.com/books/content?id=PtDUMQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In 1960 Mikhail Tal defeated chess champion Mikhail Botvinnik in one of the most celebrated world championship matches of all time. In this volume, Tal sets the stage and explains every one of the 21 games, telling both the on- and off-the-board story of this clash of styles and thought.",2000.0,4.54,220.0,153.0,Tal-Botvinnik 1960,"9781888690088 In 1960 Mikhail Tal defeated chess champion Mikhail Botvinnik in one of the most celebrated world championship matches of all time. In this volume, Tal sets the stage and explains every one of the 21 games, telling both the on- and off-the-board story of this clash of styles and thought."
9781888996289,1888996285,To America with Love,Abbie Hoffman,Biography & Autobiography,http://books.google.com/books/content?id=VQlkPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author and her husband, noted activist Abbie Hoffman, share the letters they exchanged in 1974 and 1975 while Abbie was in hiding to avoid imprisonment.",2000.0,3.93,224.0,65.0,To America with Love: Letters from the Underground,"9781888996289 The author and her husband, noted activist Abbie Hoffman, share the letters they exchanged in 1974 and 1975 while Abbie was in hiding to avoid imprisonment."
9781889032207,1889032204,Teach Them Diligently,Louis Paul Priolo,Religion,http://books.google.com/books/content?id=VHL3AQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The bookshelves in your home no doubt contain volumes of books, manuals, seminar notes, magazine articles, and video and audio cassettes purporting to address parenting from a Christian point of view. With rare exception, however, most of today's Christian parenting resources fail to emphasize what is perhaps the most important aspect of true biblical parenting -- how to relate the Bible to the disciplinary process in practical ways. Think about it. With all of your training, do you really know how to use the Bible for doctrine, reproof, correction, and instruction in righteousness with your children? If you do, read no further. If you don't, this little book will augment and strengthen your parenting skills as you learn how to use the scriptures more thoroughly and effectively in your child training. - Back cover.",2000.0,4.24,162.0,294.0,Teach Them Diligently: How to Use the Scriptures in Child Training,"9781889032207 The bookshelves in your home no doubt contain volumes of books, manuals, seminar notes, magazine articles, and video and audio cassettes purporting to address parenting from a Christian point of view. With rare exception, however, most of today's Christian parenting resources fail to emphasize what is perhaps the most important aspect of true biblical parenting -- how to relate the Bible to the disciplinary process in practical ways. Think about it. With all of your training, do you really know how to use the Bible for doctrine, reproof, correction, and instruction in righteousness with your children? If you do, read no further. If you don't, this little book will augment and strengthen your parenting skills as you learn how to use the scriptures more thoroughly and effectively in your child training. - Back cover."
9781889963853,1889963852,Not Just a Pretty Face,Molly Lee,Antiques & Collectibles,http://books.google.com/books/content?id=_3Pn-oDS850C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Now in a full-color second edition, Not Just a Pretty Face is an engaging exploration of the role of dolls and doll making in Alaska Native cultures. From ancient ivory carvings to the thriving tourist market, dolls and human figurines have played integral parts in the ritual, economic, and social lives of Native Alaskans. Dolls served as children’s playthings, represented absent community members at ceremonies, and predicted the movements of game animals for shamans. Not Just a Pretty Face surveys these and other uses of dolls and figurines, illustrating in beautiful color photographs the diversity of the doll-making tradition in Eskimo, Athabaskan, and Northwest Coast Native communities. Authors explore the ethnographic literature, twentieth-century oral histories, and photographic documentation of dolls and the doll-making process. Contemporary doll makers explain, in their own words, how they learned to make dolls and what doll making means to them. The second edition features a photo essay on Rosalie Paniyak of Chevak, one of the most influential doll makers in Alaska today. Not Just a Pretty Face provides a panoramic view of an ancient tradition and situates the art of doll making within a contemporary context. Scholarly, yet accessible, Not Just a Pretty Face is a lively contribution to the literature on dolls, anthropology, and Native studies.",2006.0,3.5,80.0,2.0,Not Just a Pretty Face: Dolls and Human Figurines in Alaska Native Cultures,"9781889963853 Now in a full-color second edition, Not Just a Pretty Face is an engaging exploration of the role of dolls and doll making in Alaska Native cultures. From ancient ivory carvings to the thriving tourist market, dolls and human figurines have played integral parts in the ritual, economic, and social lives of Native Alaskans. Dolls served as children’s playthings, represented absent community members at ceremonies, and predicted the movements of game animals for shamans. Not Just a Pretty Face surveys these and other uses of dolls and figurines, illustrating in beautiful color photographs the diversity of the doll-making tradition in Eskimo, Athabaskan, and Northwest Coast Native communities. Authors explore the ethnographic literature, twentieth-century oral histories, and photographic documentation of dolls and the doll-making process. Contemporary doll makers explain, in their own words, how they learned to make dolls and what doll making means to them. The second edition features a photo essay on Rosalie Paniyak of Chevak, one of the most influential doll makers in Alaska today. Not Just a Pretty Face provides a panoramic view of an ancient tradition and situates the art of doll making within a contemporary context. Scholarly, yet accessible, Not Just a Pretty Face is a lively contribution to the literature on dolls, anthropology, and Native studies."
9781890159191,1890159190,The Mistress Manual,"Mistress Lorelei;Lorelei Powers, Mistress",Family & Relationships,http://books.google.com/books/content?id=DjOZv-ZM-V0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Originally published in 1994 in a simple pink guidebook format by an experienced and wickedly creative dominant woman, The Mistress Manual fell out of print when the author moved on to other projects. Now, Greenery Press has brought this underground classic back to life, updated with new ideas and information on 'Learning to Love Command' to 'The Art of Discipline'. Learn how to enact the Five Archetypal Fantasies, how to create your own scenarios and much, much more.",2000.0,3.76,220.0,323.0,The Mistress Manual: A Good Girl's Guide to Female Dominance,"9781890159191 Originally published in 1994 in a simple pink guidebook format by an experienced and wickedly creative dominant woman, The Mistress Manual fell out of print when the author moved on to other projects. Now, Greenery Press has brought this underground classic back to life, updated with new ideas and information on 'Learning to Love Command' to 'The Art of Discipline'. Learn how to enact the Five Archetypal Fantasies, how to create your own scenarios and much, much more."
9781890208288,1890208280,My Sister's Keeper,Nora Kelly,Fiction,http://books.google.com/books/content?id=VBSEAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Though separated from her lover, a Scotland Yard man, Gillian Adams hasn't lost her sleuthing skills. Sexism has reared its ugly head in attacks on the Feminist (""Eff Yours"") Union at the University of the Pacific Northwest in Vancouver, and a woman is found dead on campus. Adroitly plotted and filled with intrigue, ""My Sister's Keeper"" solves the crimes but leaves open the mystery of Gillian, who is poised between her career as head of history department and her romance in England.",2000.0,3.7,228.0,22.0,My Sister's Keeper,"9781890208288 Though separated from her lover, a Scotland Yard man, Gillian Adams hasn't lost her sleuthing skills. Sexism has reared its ugly head in attacks on the Feminist (""Eff Yours"") Union at the University of the Pacific Northwest in Vancouver, and a woman is found dead on campus. Adroitly plotted and filled with intrigue, ""My Sister's Keeper"" solves the crimes but leaves open the mystery of Gillian, who is poised between her career as head of history department and her romance in England."
